user_id,pref_age_min,pref_age_max,pref_height,lifestyle_pref,intent_pref
918,20,22,177,gym,marriage
919,21,35,163,spiritual,dating
920,18,20,172,spiritual,relationship
921,24,26,174,balanced,marriage
922,18,21,162,gym,relationship
923,25,33,162,balanced,dating
924,18,27,170,gym,marriage
925,22,32,155,balanced,dating
926,19,30,166,gym,relationship
927,18,28,186,spiritual,marriage
928,25,29,159,party,relationship
929,25,27,181,spiritual,marriage
930,22,24,181,spiritual,dating
931,20,24,186,balanced,dating
932,25,33,172,party,dating
933,20,33,175,spiritual,dating
934,21,33,187,balanced,marriage
935,19,34,155,gym,marriage
936,22,25,182,party,dating
937,21,29,158,spiritual,marriage
938,20,22,160,spiritual,dating
939,20,31,156,balanced,dating
940,19,27,178,spiritual,dating
941,19,22,183,gym,marriage
942,22,33,187,gym,dating
943,24,29,174,party,dating
944,19,34,177,party,marriage
945,25,34,178,spiritual,dating
946,20,21,156,balanced,marriage
947,18,32,185,balanced,relationship
948,19,25,167,spiritual,marriage
949,19,29,180,gym,marriage
950,19,25,187,spiritual,marriage
951,22,35,165,spiritual,marriage
952,20,28,180,spiritual,marriage
953,18,27,157,balanced,dating
954,19,28,160,spiritual,dating
955,23,30,157,spiritual,marriage
956,21,24,186,balanced,marriage
957,21,27,179,balanced,dating
958,25,35,180,party,relationship
959,18,32,173,spiritual,relationship
960,21,33,171,spiritual,dating
961,22,30,187,balanced,dating
962,19,34,155,party,marriage
963,23,25,179,party,dating
964,23,33,170,spiritual,relationship
965,20,21,187,party,relationship
966,24,33,187,party,marriage
967,18,32,163,balanced,relationship
968,25,28,188,spiritual,marriage
969,19,33,156,gym,dating
970,22,24,168,gym,marriage
971,21,27,165,party,marriage
972,24,26,169,party,relationship
973,24,25,176,party,dating
974,18,27,175,gym,relationship
975,23,35,156,party,relationship
976,22,35,174,spiritual,dating
977,22,24,161,spiritual,relationship
978,18,25,173,balanced,dating
979,24,31,159,spiritual,marriage
980,25,27,188,party,marriage
981,22,32,189,gym,marriage
982,18,31,184,party,dating
983,22,24,183,balanced,relationship
984,19,27,175,party,relationship
985,24,29,189,spiritual,marriage
986,21,33,180,spiritual,relationship
987,24,34,174,gym,relationship
988,23,33,171,balanced,marriage
989,18,22,162,party,marriage
990,20,21,185,balanced,dating
991,24,25,177,gym,dating
992,25,27,182,gym,dating
993,24,28,181,balanced,dating
994,24,35,163,gym,marriage
995,22,28,178,gym,relationship
996,25,26,158,gym,marriage
997,22,35,163,balanced,marriage
998,22,25,158,balanced,relationship
999,24,35,172,spiritual,relationship
1000,25,32,158,balanced,relationship
1001,22,25,155,balanced,relationship
1002,24,30,186,spiritual,relationship
1003,18,33,174,balanced,dating
1004,21,34,187,gym,relationship
1005,20,24,178,balanced,relationship
1006,24,27,166,spiritual,relationship
1007,22,23,161,spiritual,marriage
1008,23,33,177,party,dating
1009,18,32,165,party,dating
1010,20,23,173,party,relationship
1011,24,32,185,balanced,relationship
1012,20,33,175,gym,relationship
1013,18,22,160,party,relationship
1014,19,22,178,balanced,marriage
1015,24,25,155,gym,dating
1016,25,35,188,spiritual,relationship
1017,25,34,163,party,dating
1018,20,30,177,spiritual,dating
1019,22,30,163,spiritual,relationship
1020,20,31,182,gym,dating
1021,19,25,158,party,marriage
1022,22,26,185,balanced,dating
1023,24,30,179,gym,relationship
1024,23,34,165,balanced,relationship
1025,20,25,163,gym,marriage
1026,21,30,175,balanced,relationship
1027,22,23,157,spiritual,relationship
1028,22,33,178,balanced,marriage
1029,25,31,164,party,dating
1030,19,24,167,party,marriage
1031,25,30,189,spiritual,marriage
1032,19,34,183,spiritual,dating
1033,21,32,173,party,relationship
1034,20,21,167,spiritual,marriage
1035,20,34,159,spiritual,relationship
1036,18,20,159,spiritual,dating
1037,18,27,176,party,dating
1038,24,34,169,balanced,marriage
1039,20,25,169,balanced,dating
1040,22,23,157,gym,marriage
1041,19,32,183,spiritual,marriage
1042,22,31,159,spiritual,relationship
1043,20,25,171,balanced,marriage
1044,23,28,171,spiritual,dating
1045,21,35,189,balanced,marriage
1046,19,35,168,spiritual,marriage
1047,19,20,175,party,marriage
1048,19,24,189,spiritual,marriage
1049,22,31,179,spiritual,marriage
1050,20,35,158,balanced,relationship
1051,25,35,163,spiritual,dating
1052,22,30,163,balanced,relationship
1053,21,22,160,spiritual,marriage
1054,22,25,172,party,dating
1055,21,31,183,party,marriage
1056,21,25,161,party,dating
1057,25,26,180,party,marriage
1058,21,24,188,gym,marriage
1059,21,24,164,gym,dating
1060,19,20,166,party,dating
1061,18,19,159,spiritual,relationship
1062,24,31,162,gym,dating
1063,25,32,162,gym,marriage
1064,19,29,167,balanced,relationship
1065,19,29,158,party,marriage
1066,22,28,170,gym,marriage
1067,18,34,172,spiritual,marriage
1068,20,24,175,balanced,relationship
1069,23,34,161,gym,dating
1070,21,33,156,spiritual,relationship
1071,20,21,178,balanced,relationship
1072,24,32,159,balanced,dating
1073,18,32,182,spiritual,relationship
1074,22,24,159,gym,marriage
1075,24,30,174,gym,marriage
1076,19,27,173,gym,relationship
1077,23,25,180,balanced,marriage
1078,25,26,188,gym,relationship
1079,21,28,181,party,relationship
1080,20,27,189,spiritual,dating
1081,24,34,184,gym,marriage
1082,21,30,182,gym,relationship
1083,25,35,159,balanced,dating
1084,23,33,182,party,relationship
1085,25,27,184,spiritual,dating
1086,21,24,156,gym,dating
1087,24,30,184,party,relationship
1088,18,28,160,gym,marriage
1089,23,26,159,spiritual,relationship
1090,23,32,175,gym,relationship
1091,25,33,173,gym,marriage
1092,20,28,173,spiritual,marriage
1093,20,33,159,gym,marriage
1094,20,25,160,spiritual,dating
1095,24,29,166,party,dating
1096,25,31,187,gym,relationship
1097,18,27,178,balanced,dating
1098,19,31,173,balanced,relationship
1099,18,29,182,party,dating
1100,20,23,178,spiritual,dating
1101,18,20,159,spiritual,dating
1102,23,30,172,gym,relationship
1103,20,24,163,balanced,relationship
1104,20,29,165,balanced,marriage
1105,22,23,158,gym,relationship
1106,20,23,171,spiritual,dating
1107,19,24,181,gym,relationship
1108,23,24,185,gym,dating
1109,23,32,158,gym,dating
1110,23,24,166,spiritual,dating
1111,19,30,166,spiritual,dating
1112,18,30,169,spiritual,dating
1113,20,24,157,gym,relationship
1114,19,33,175,gym,dating
1115,25,30,160,balanced,marriage
1116,23,35,173,party,marriage
1117,20,33,188,spiritual,relationship
1118,21,35,181,balanced,dating
1119,22,27,185,gym,relationship
1120,19,24,185,party,relationship
1121,19,26,159,gym,relationship
1122,23,24,164,balanced,marriage
1123,24,28,166,gym,relationship
1124,22,26,178,spiritual,relationship
1125,21,27,164,spiritual,marriage
1126,18,31,172,spiritual,dating
1127,24,32,167,party,marriage
1128,22,27,189,party,marriage
1129,22,25,175,party,relationship
1130,22,29,163,gym,relationship
1131,23,24,183,spiritual,relationship
1132,18,31,178,spiritual,marriage
1133,23,29,160,balanced,relationship
1134,20,24,166,gym,marriage
1135,18,29,175,gym,dating
1136,25,30,156,gym,dating
1137,19,22,161,spiritual,marriage
1138,24,26,156,party,relationship
1139,22,34,183,spiritual,dating
1140,20,23,156,spiritual,marriage
1141,23,27,175,balanced,marriage
1142,19,25,155,gym,marriage
1143,20,23,183,balanced,marriage
1144,23,24,155,party,relationship
1145,18,21,175,gym,relationship
1146,21,35,166,balanced,marriage
1147,22,30,176,gym,relationship
1148,22,23,186,gym,relationship
1149,21,35,163,spiritual,marriage
1150,18,30,178,gym,dating
1151,19,21,155,spiritual,relationship
1152,21,26,155,party,marriage
1153,19,20,172,balanced,dating
1154,18,25,182,gym,marriage
1155,22,24,159,balanced,marriage
1156,19,27,176,party,marriage
1157,23,29,170,balanced,marriage
1158,23,26,157,balanced,relationship
1159,19,21,158,spiritual,relationship
1160,18,19,180,spiritual,marriage
1161,18,21,189,spiritual,marriage
1162,25,33,171,gym,marriage
1163,21,29,187,balanced,marriage
1164,20,32,168,party,marriage
1165,22,27,178,party,dating
1166,18,31,186,spiritual,relationship
1167,20,26,175,gym,dating
1168,20,31,177,gym,dating
1169,25,29,179,balanced,relationship
1170,20,35,180,party,relationship
1171,19,34,189,balanced,dating
1172,18,24,164,party,dating
1173,22,28,161,gym,dating
1174,18,20,181,gym,relationship
1175,21,22,189,spiritual,marriage
1176,22,26,155,party,dating
1177,19,32,180,spiritual,dating
1178,20,30,155,balanced,marriage
1179,23,31,176,spiritual,relationship
1180,20,22,165,spiritual,relationship
1181,20,27,157,party,dating
1182,24,35,166,gym,marriage
1183,20,28,178,balanced,marriage
1184,20,22,171,spiritual,relationship
1185,18,23,155,spiritual,dating
1186,19,31,165,party,marriage
1187,18,24,167,spiritual,marriage
1188,20,22,165,gym,relationship
1189,19,35,155,balanced,marriage
1190,19,33,161,gym,marriage
1191,24,28,189,balanced,relationship
1192,19,30,184,spiritual,dating
1193,19,32,190,gym,marriage
1194,18,29,170,spiritual,marriage
1195,21,23,190,spiritual,marriage
1196,20,29,185,party,marriage
1197,22,28,174,gym,marriage
1198,19,24,165,spiritual,dating
1199,18,20,166,party,marriage
1200,22,31,163,party,dating
1201,20,21,171,gym,relationship
1202,22,30,172,party,marriage
1203,20,35,188,gym,dating
1204,24,30,167,gym,marriage
1205,20,32,155,party,dating
1206,21,22,172,party,dating
1207,20,23,183,spiritual,relationship
1208,20,32,161,party,relationship
1209,21,22,163,gym,relationship
1210,23,24,181,balanced,relationship
1211,21,22,158,balanced,marriage
1212,21,35,183,spiritual,relationship
1213,23,30,161,party,dating
1214,19,20,165,gym,relationship
1215,19,35,174,spiritual,marriage
1216,18,24,188,party,dating
1217,18,27,170,balanced,dating
1218,24,31,165,party,marriage
1219,19,26,162,spiritual,relationship
1220,18,35,158,balanced,relationship
1221,23,30,180,spiritual,dating
1222,24,28,180,party,dating
1223,24,30,178,gym,relationship
1224,22,35,171,balanced,marriage
1225,18,33,182,spiritual,dating
1226,22,32,167,party,marriage
1227,24,30,155,balanced,marriage
1228,24,27,184,party,dating
1229,20,27,163,spiritual,dating
1230,19,29,164,balanced,dating
1231,24,35,163,balanced,marriage
1232,23,28,164,gym,marriage
1233,18,34,161,spiritual,dating
1234,21,33,174,gym,marriage
1235,24,29,169,party,marriage
1236,23,27,163,balanced,relationship
1237,20,35,178,gym,relationship
1238,21,25,170,balanced,dating
1239,18,26,159,gym,marriage
1240,23,34,188,spiritual,relationship
1241,18,30,172,balanced,relationship
1242,24,34,172,spiritual,relationship
1243,25,32,172,balanced,dating
1244,23,27,182,balanced,marriage
1245,25,30,180,spiritual,marriage
1246,24,26,182,party,relationship
1247,20,22,166,balanced,relationship
1248,23,24,189,gym,marriage
1249,23,33,174,gym,relationship
1250,20,33,180,party,relationship
1251,23,33,179,spiritual,relationship
1252,25,28,162,party,dating
1253,25,30,163,party,relationship
1254,19,28,166,spiritual,dating
1255,22,23,171,party,dating
1256,20,27,162,balanced,relationship
1257,22,26,158,spiritual,marriage
1258,24,28,184,party,dating
1259,18,19,189,gym,relationship
1260,23,26,164,gym,dating
1261,23,35,190,spiritual,dating
1262,22,28,165,party,relationship
1263,22,34,166,spiritual,marriage
1264,25,30,172,spiritual,dating
1265,19,35,167,party,marriage
1266,18,35,181,balanced,marriage
1267,20,24,183,spiritual,relationship
1268,20,30,182,spiritual,marriage
1269,23,30,167,party,relationship
1270,18,22,172,gym,marriage
1271,18,30,164,spiritual,marriage
1272,19,20,178,balanced,marriage
1273,18,20,156,party,relationship
1274,20,32,163,gym,relationship
1275,20,26,184,party,dating
1276,24,25,174,party,marriage
1277,19,26,180,gym,relationship
1278,20,35,157,party,dating
1279,21,28,177,balanced,marriage
1280,20,29,180,party,marriage
1281,18,24,186,party,relationship
1282,20,32,178,balanced,marriage
1283,21,25,164,party,dating
1284,25,29,167,party,dating
1285,22,28,185,party,relationship
1286,21,24,169,spiritual,relationship
1287,19,31,157,spiritual,relationship
1288,19,21,190,spiritual,dating
1289,20,27,186,gym,marriage
1290,20,34,167,spiritual,dating
1291,19,20,186,gym,dating
1292,24,26,177,party,marriage
1293,20,32,160,spiritual,marriage
1294,24,29,189,balanced,relationship
1295,25,29,175,spiritual,relationship
1296,20,23,168,party,marriage
1297,20,23,165,gym,marriage
1298,19,29,171,party,relationship
1299,20,32,166,party,marriage
1300,23,30,158,spiritual,dating
1301,23,27,178,gym,relationship
1302,21,35,185,party,dating
1303,19,21,172,spiritual,marriage
1304,25,30,161,party,dating
1305,25,31,169,balanced,dating
1306,23,26,155,gym,dating
1307,24,27,180,gym,marriage
1308,22,33,180,party,marriage
1309,25,31,179,gym,relationship
1310,22,35,185,gym,relationship
1311,23,28,159,party,marriage
1312,19,31,160,spiritual,marriage
1313,22,24,159,balanced,relationship
1314,24,29,156,gym,marriage
1315,24,34,168,balanced,relationship
1316,25,31,166,gym,relationship
1317,18,23,156,balanced,dating
1318,24,27,155,gym,marriage
1319,25,27,163,gym,dating
1320,22,24,167,party,marriage
1321,24,34,180,spiritual,marriage
1322,25,32,157,spiritual,dating
1323,19,25,182,spiritual,relationship
1324,21,23,166,party,relationship
1325,24,35,156,spiritual,relationship
1326,25,34,181,balanced,dating
1327,21,32,174,party,dating
1328,19,32,176,balanced,dating
1329,18,35,176,party,dating
1330,19,24,157,party,dating
1331,19,31,156,balanced,relationship
1332,24,29,173,spiritual,relationship
1333,25,26,158,gym,dating
1334,24,33,184,spiritual,relationship
1335,22,31,182,spiritual,relationship
1336,22,32,183,spiritual,relationship
1337,19,33,167,spiritual,relationship
1338,24,25,171,balanced,dating
1339,18,32,170,balanced,relationship
1340,21,29,167,gym,marriage
1341,24,29,182,party,relationship
1342,25,27,162,balanced,dating
1343,24,28,175,party,dating
1344,23,33,184,gym,dating
1345,23,29,162,party,marriage
1346,20,28,181,party,relationship
1347,22,26,160,balanced,marriage
1348,22,31,190,balanced,marriage
1349,24,30,173,spiritual,marriage
1350,24,28,174,balanced,relationship
1351,22,34,169,balanced,marriage
1352,22,35,159,balanced,marriage
1353,19,32,170,party,marriage
1354,22,27,183,balanced,dating
1355,22,29,171,gym,marriage
1356,20,23,169,gym,marriage
1357,23,32,181,party,marriage
1358,25,29,189,balanced,dating
1359,21,24,161,gym,marriage
1360,25,28,158,party,dating
1361,25,26,185,balanced,relationship
1362,23,27,173,spiritual,relationship
1363,23,31,163,party,dating
1364,21,22,157,balanced,relationship
1365,24,29,179,gym,dating
1366,21,31,158,gym,dating
1367,23,25,163,gym,dating
1368,25,31,180,balanced,marriage
1369,24,28,176,balanced,marriage
1370,25,26,190,spiritual,dating
1371,21,23,171,balanced,marriage
1372,22,26,171,balanced,relationship
1373,24,28,160,gym,dating
1374,23,24,168,balanced,dating
1375,21,35,181,party,marriage
1376,20,21,170,party,relationship
1377,25,30,166,balanced,relationship
1378,21,32,161,gym,relationship
1379,21,32,183,spiritual,marriage
1380,24,33,156,gym,marriage
1381,23,35,164,balanced,relationship
1382,18,23,160,spiritual,relationship
1383,22,24,184,balanced,dating
1384,18,28,168,balanced,dating
1385,20,24,189,balanced,dating
1386,20,23,190,balanced,relationship
1387,24,30,166,spiritual,relationship
1388,20,24,167,party,marriage
1389,20,30,169,gym,dating
1390,18,23,176,spiritual,marriage
1391,19,26,168,gym,dating
1392,18,26,167,balanced,relationship
1393,25,33,159,gym,marriage
1394,24,32,178,gym,relationship
1395,24,27,185,balanced,relationship
1396,21,33,158,party,relationship
1397,23,27,158,gym,dating
1398,21,33,190,balanced,relationship
1399,20,24,156,party,relationship
1400,20,21,163,balanced,relationship
1401,19,20,160,spiritual,marriage
1402,20,23,163,balanced,dating
1403,23,24,183,spiritual,relationship
1404,25,27,185,spiritual,relationship
1405,22,29,161,party,relationship
1406,18,31,178,party,marriage
1407,25,28,185,party,relationship
1408,19,25,164,balanced,marriage
1409,18,29,179,spiritual,marriage
1410,22,34,171,party,dating
1411,25,29,167,spiritual,marriage
1412,19,25,161,party,dating
1413,19,21,162,spiritual,marriage
1414,18,26,177,spiritual,marriage
1415,18,21,184,gym,relationship
1416,22,34,157,party,marriage
1417,20,26,161,balanced,marriage
1418,23,26,175,gym,relationship
1419,19,25,166,party,relationship
1420,24,29,170,party,marriage
1421,25,28,165,gym,relationship
1422,22,25,164,gym,relationship
1423,20,27,175,balanced,marriage
1424,24,28,167,gym,marriage
1425,21,25,173,balanced,relationship
1426,25,26,174,spiritual,marriage
1427,23,24,172,spiritual,dating
1428,20,21,178,spiritual,marriage
1429,23,25,175,party,marriage
1430,25,33,171,party,relationship
1431,24,35,168,party,marriage
1432,23,30,169,balanced,dating
1433,25,33,185,balanced,dating
1434,20,35,177,party,dating
1435,24,26,180,balanced,marriage
1436,19,24,163,gym,marriage
1437,23,33,165,party,marriage
1438,22,24,159,balanced,relationship
1439,21,22,164,balanced,relationship
1440,24,28,182,party,relationship
1441,20,31,181,party,marriage
1442,22,33,166,gym,relationship
1443,24,26,176,balanced,marriage
1444,18,29,161,party,dating
1445,19,27,189,gym,dating
1446,22,32,189,party,marriage
1447,20,22,160,party,dating
1448,19,25,159,balanced,marriage
1449,22,31,162,balanced,marriage
1450,20,34,182,spiritual,marriage
1451,25,32,174,gym,dating
1452,19,30,171,gym,relationship
1453,22,27,163,gym,dating
1454,24,27,187,spiritual,relationship
1455,25,29,175,balanced,marriage
1456,24,35,180,balanced,relationship
1457,22,35,162,spiritual,marriage
1458,20,24,173,party,dating
1459,20,32,182,party,dating
1460,19,26,166,gym,relationship
1461,19,21,173,party,marriage
1462,22,31,168,gym,relationship
1463,25,34,162,gym,relationship
1464,25,28,181,balanced,marriage
1465,19,25,187,party,dating
1466,18,20,169,spiritual,relationship
1467,24,25,165,gym,dating
1468,18,30,167,party,marriage
1469,23,27,189,spiritual,dating
1470,19,20,175,gym,relationship
1471,20,25,170,party,marriage
1472,18,30,190,party,relationship
1473,20,31,158,gym,relationship
1474,24,33,182,party,relationship
1475,24,28,169,party,marriage
1476,21,35,187,spiritual,marriage
1477,21,25,185,spiritual,marriage
1478,19,30,162,spiritual,dating
1479,24,32,161,party,relationship
1480,22,35,161,gym,dating
1481,21,24,187,party,dating
1482,21,33,164,gym,marriage
1483,21,27,166,spiritual,marriage
1484,19,35,175,gym,relationship
1485,25,33,179,gym,marriage
1486,18,32,178,party,dating
1487,19,28,170,gym,marriage
1488,20,28,183,spiritual,dating
1489,25,34,162,balanced,marriage
1490,24,34,189,party,marriage
1491,22,28,186,party,marriage
1492,18,23,180,spiritual,relationship
1493,24,33,179,party,marriage
1494,23,33,161,party,relationship
1495,25,29,174,party,relationship
1496,23,27,172,spiritual,marriage
1497,18,33,174,party,marriage
1498,18,33,172,spiritual,dating
1499,24,31,174,gym,relationship
1500,24,32,156,gym,marriage
1501,25,30,186,balanced,marriage
1502,23,34,173,spiritual,relationship
1503,19,26,187,balanced,dating
1504,24,32,170,balanced,relationship
1505,23,27,180,gym,relationship
1506,22,35,189,gym,relationship
1507,22,28,155,party,marriage
1508,24,25,175,party,dating
1509,18,24,180,party,relationship
1510,18,31,180,balanced,marriage
1511,18,19,189,party,relationship
1512,22,28,188,gym,dating
1513,18,25,157,balanced,relationship
1514,22,33,189,party,marriage
1515,25,30,161,balanced,relationship
1516,21,22,164,spiritual,relationship
1517,18,20,155,party,dating
1518,23,35,179,spiritual,dating
1519,23,34,168,gym,relationship
1520,24,29,161,balanced,marriage
1521,21,35,183,balanced,relationship
1522,25,35,158,spiritual,marriage
1523,18,22,188,spiritual,dating
1524,24,35,157,gym,dating
1525,21,28,178,gym,dating
1526,21,26,173,balanced,relationship
1527,20,30,157,spiritual,relationship
1528,22,33,176,spiritual,marriage
1529,24,30,165,balanced,dating
1530,24,27,163,gym,relationship
1531,23,33,182,spiritual,dating
1532,23,30,166,party,dating
1533,19,20,176,party,dating
1534,22,30,156,balanced,relationship
1535,22,30,179,balanced,marriage
1536,22,33,175,balanced,marriage
1537,21,31,182,balanced,dating
1538,19,27,189,party,relationship
1539,18,34,160,party,relationship
1540,23,35,177,party,dating
1541,20,32,158,gym,marriage
1542,21,28,163,party,dating
1543,19,35,170,party,marriage
1544,25,33,165,spiritual,relationship
1545,21,31,177,balanced,marriage
1546,23,32,175,party,dating
1547,22,25,177,party,marriage
1548,23,25,180,gym,marriage
1549,23,31,178,gym,relationship
1550,19,21,176,gym,marriage
1551,18,30,174,gym,relationship
1552,25,33,174,balanced,relationship
1553,21,34,178,party,relationship
1554,20,25,183,balanced,dating
1555,25,27,177,balanced,marriage
1556,25,29,171,balanced,marriage
1557,21,22,176,party,relationship
1558,18,26,167,gym,marriage
1559,21,28,160,gym,marriage
1560,21,25,188,party,relationship
1561,18,35,185,party,marriage
1562,19,31,166,spiritual,marriage
1563,25,29,155,balanced,marriage
1564,24,27,175,gym,relationship
1565,20,22,183,balanced,relationship
1566,23,34,168,balanced,marriage
1567,21,29,187,gym,dating
1568,19,31,182,spiritual,dating
1569,22,27,179,spiritual,dating
1570,25,33,179,party,marriage
1571,24,34,159,balanced,dating
1572,21,35,180,party,marriage
1573,22,29,182,balanced,relationship
1574,18,19,157,gym,dating
1575,23,31,169,gym,marriage
1576,21,35,176,party,dating
1577,19,33,188,balanced,relationship
1578,20,31,173,spiritual,relationship
1579,22,32,184,balanced,relationship
1580,20,29,178,spiritual,relationship
1581,23,32,163,gym,marriage
1582,18,24,164,gym,relationship
1583,25,34,159,party,relationship
1584,21,32,183,gym,relationship
1585,18,29,188,balanced,relationship
1586,23,25,172,party,relationship
1587,25,28,188,spiritual,marriage
1588,19,22,166,party,marriage
1589,18,25,188,balanced,relationship
1590,19,22,170,spiritual,marriage
1591,19,28,176,gym,dating
1592,20,34,161,spiritual,relationship
1593,18,30,175,party,marriage
1594,24,31,168,party,relationship
1595,19,30,187,gym,marriage
1596,25,26,175,party,dating
1597,24,25,162,gym,marriage
1598,21,34,160,gym,dating
1599,20,34,185,balanced,dating
1600,23,29,162,party,marriage
1601,24,25,158,balanced,marriage
1602,19,23,157,balanced,relationship
1603,18,23,174,party,marriage
1604,25,29,180,gym,relationship
1605,25,29,179,spiritual,dating
1606,25,27,168,balanced,marriage
1607,24,34,170,party,relationship
1608,21,34,158,gym,marriage
1609,23,32,175,spiritual,dating
1610,23,34,173,spiritual,marriage
1611,21,23,176,spiritual,relationship
1612,21,31,186,party,relationship
1613,23,25,161,spiritual,relationship
1614,21,28,157,party,marriage
1615,21,29,186,party,relationship
1616,18,24,189,spiritual,marriage
1617,24,31,155,balanced,dating
1618,22,25,188,gym,relationship
1619,22,27,159,spiritual,dating
1620,18,22,184,balanced,marriage
1621,21,27,189,balanced,relationship
1622,22,23,178,gym,dating
1623,21,32,190,gym,dating
1624,25,29,155,balanced,dating
1625,25,32,168,spiritual,dating
1626,19,28,171,balanced,relationship
1627,19,27,175,party,dating
1628,24,34,157,spiritual,relationship
1629,24,29,155,party,dating
1630,22,32,187,spiritual,relationship
1631,23,29,162,party,relationship
1632,25,28,186,gym,relationship
1633,22,26,156,spiritual,marriage
1634,19,23,179,balanced,marriage
1635,18,25,174,party,marriage
1636,19,35,168,spiritual,relationship
1637,23,32,169,party,dating
1638,24,29,185,spiritual,dating
1639,22,24,169,gym,marriage
1640,18,22,177,party,marriage
1641,24,25,166,party,relationship
1642,20,26,171,party,dating
1643,22,24,165,party,dating
1644,18,30,183,spiritual,dating
1645,18,27,172,gym,dating
1646,18,34,172,gym,marriage
1647,21,24,172,balanced,dating
1648,19,21,185,balanced,dating
1649,20,23,172,spiritual,dating
1650,25,28,179,balanced,marriage
1651,24,28,166,party,relationship
1652,19,35,174,party,dating
1653,22,23,171,party,dating
1654,24,26,161,gym,dating
1655,21,26,179,spiritual,dating
1656,24,28,158,spiritual,dating
1657,20,29,180,spiritual,marriage
1658,20,21,164,gym,dating
1659,23,27,180,spiritual,marriage
1660,20,22,178,party,relationship
1661,18,19,176,spiritual,relationship
1662,23,24,158,gym,relationship
1663,21,24,176,gym,dating
1664,25,29,184,gym,dating
1665,18,33,165,party,dating
1666,19,26,189,spiritual,marriage
1667,18,35,185,gym,marriage
1668,24,32,164,party,dating
1669,18,27,175,balanced,marriage
1670,24,26,186,gym,marriage
1671,20,29,159,spiritual,dating
1672,25,30,174,party,relationship
1673,18,23,169,balanced,relationship
1674,20,23,178,party,dating
1675,24,25,164,balanced,dating
1676,21,31,172,gym,dating
1677,18,27,174,spiritual,relationship
1678,20,27,156,party,marriage
1679,20,27,177,balanced,dating
1680,21,24,185,spiritual,dating
1681,25,35,174,gym,marriage
1682,20,25,177,balanced,marriage
1683,23,25,179,gym,dating
1684,19,23,162,balanced,marriage
1685,19,25,182,spiritual,marriage
1686,22,34,189,spiritual,relationship
1687,25,34,182,spiritual,dating
1688,21,29,179,gym,dating
1689,22,27,184,balanced,dating
1690,21,29,190,gym,marriage
1691,19,21,186,balanced,marriage
1692,20,22,182,balanced,dating
1693,18,31,188,party,relationship
1694,20,34,167,balanced,dating
1695,22,31,172,spiritual,relationship
1696,25,26,187,party,dating
1697,21,31,188,spiritual,relationship
1698,22,29,166,party,marriage
1699,18,24,159,party,dating
1700,25,28,155,balanced,relationship
1701,18,25,168,gym,dating
1702,18,19,190,spiritual,dating
1703,22,34,180,spiritual,dating
1704,19,20,155,gym,dating
1705,22,24,180,gym,dating
1706,19,32,164,party,dating
1707,25,29,184,spiritual,marriage
1708,18,31,155,balanced,relationship
1709,19,33,185,balanced,relationship
1710,21,22,158,gym,marriage
1711,22,33,169,party,relationship
1712,19,23,170,spiritual,dating
1713,19,22,175,gym,marriage
1714,23,35,171,balanced,marriage
1715,20,33,174,party,dating
1716,21,32,171,gym,dating
1717,23,27,175,party,relationship
1718,24,31,156,spiritual,relationship
1719,24,34,171,balanced,marriage
1720,22,29,182,spiritual,dating
1721,18,22,158,party,relationship
1722,18,23,189,gym,marriage
1723,20,35,163,party,marriage
1724,25,35,173,gym,dating
1725,24,27,157,balanced,marriage
1726,19,35,171,balanced,dating
1727,25,29,177,party,relationship
1728,22,25,169,balanced,relationship
1729,18,19,173,gym,dating
1730,19,24,190,balanced,dating
1731,19,33,159,party,marriage
1732,23,29,156,balanced,marriage
1733,24,26,157,gym,relationship
1734,20,24,158,balanced,relationship
1735,24,25,158,gym,dating
1736,21,30,164,spiritual,dating
1737,18,21,166,party,dating
1738,24,26,177,gym,dating
1739,18,27,189,balanced,dating
1740,25,32,182,balanced,dating
1741,22,27,179,gym,relationship
1742,20,35,164,spiritual,relationship
1743,21,35,174,spiritual,dating
1744,19,22,176,party,dating
1745,23,31,168,balanced,relationship
1746,20,25,170,balanced,marriage
1747,24,26,186,spiritual,marriage
1748,20,23,175,gym,marriage
1749,20,34,184,party,relationship
1750,25,26,187,spiritual,relationship
1751,24,30,180,party,dating
1752,22,24,183,spiritual,marriage
1753,25,34,172,balanced,relationship
1754,25,27,165,gym,marriage
1755,21,27,155,gym,relationship
1756,19,29,187,spiritual,relationship
1757,20,23,170,balanced,relationship
1758,21,26,158,balanced,marriage
1759,24,31,190,party,dating
1760,20,22,176,spiritual,relationship
1761,23,26,177,balanced,marriage
1762,20,21,180,balanced,relationship
1763,19,23,161,spiritual,dating
1764,19,24,184,party,dating
1765,24,28,174,party,relationship
1766,22,31,187,party,marriage
1767,19,28,181,gym,relationship
1768,24,29,156,balanced,dating
1769,19,21,166,gym,dating
1770,23,28,167,balanced,dating
1771,20,24,156,gym,marriage
1772,24,25,174,spiritual,dating
1773,21,29,164,gym,marriage
1774,24,25,158,party,dating
1775,18,25,161,spiritual,marriage
1776,18,21,160,balanced,dating
1777,18,25,174,spiritual,dating
1778,21,23,186,gym,marriage
1779,25,34,181,gym,marriage
1780,19,32,164,balanced,marriage
1781,18,35,171,gym,marriage
1782,22,33,184,balanced,relationship
1783,18,22,159,party,relationship
1784,23,27,176,party,marriage
1785,19,20,185,party,marriage
