user_id,age,gender,lifestyle,intent,education
875,22,F,sedentary,friendship,master
876,31,F,sedentary,dating,phd
877,27,F,active,friendship,phd
878,28,M,sedentary,friendship,school
879,18,F,active,friendship,master
880,35,M,active,serious,master
881,32,M,sedentary,dating,bachelor
882,20,M,moderate,serious,master
883,25,F,active,serious,school
884,33,M,active,serious,master
885,26,M,active,friendship,school
886,31,F,sedentary,serious,school
887,29,M,active,dating,bachelor
888,22,M,sedentary,serious,school
889,20,M,sedentary,dating,phd
890,28,F,moderate,serious,phd
891,25,M,moderate,friendship,master
892,27,M,sedentary,dating,master
893,23,F,moderate,serious,master
894,21,M,moderate,serious,bachelor
895,30,F,sedentary,serious,master
896,23,M,moderate,serious,bachelor
897,23,F,moderate,serious,phd
898,29,F,sedentary,dating,master
899,35,M,sedentary,dating,school
900,19,M,active,serious,phd
901,20,M,moderate,dating,phd
902,31,F,moderate,friendship,master
903,32,F,moderate,friendship,phd
904,22,F,moderate,friendship,master
905,26,F,moderate,serious,bachelor
906,18,M,sedentary,dating,school
907,29,M,sedentary,friendship,master
908,24,F,sedentary,serious,school
909,33,M,sedentary,dating,school
910,22,M,active,serious,phd
911,23,M,active,dating,phd
912,33,M,active,dating,phd
913,21,F,active,dating,phd
914,19,F,active,friendship,school
915,24,M,active,serious,phd
916,33,F,sedentary,friendship,school
917,27,M,sedentary,friendship,phd
918,19,M,moderate,friendship,master
919,18,M,active,friendship,phd
920,24,F,sedentary,friendship,phd
921,22,F,sedentary,serious,school
922,31,M,moderate,dating,school
923,19,M,sedentary,serious,phd
924,20,F,moderate,serious,bachelor
925,32,F,moderate,serious,phd
926,22,F,moderate,dating,master
927,18,M,active,friendship,school
928,30,M,active,serious,bachelor
929,18,M,active,serious,bachelor
930,26,M,moderate,friendship,school
931,19,F,sedentary,friendship,bachelor
932,30,F,active,dating,school
933,24,M,active,friendship,master
934,24,F,sedentary,serious,bachelor
935,35,F,active,serious,school
936,30,F,sedentary,friendship,phd
937,28,F,moderate,dating,school
938,23,F,moderate,serious,phd
939,20,F,moderate,dating,bachelor
940,18,M,moderate,friendship,master
941,35,F,sedentary,friendship,bachelor
942,33,F,active,serious,school
943,30,M,active,serious,master
944,19,M,moderate,serious,phd
945,35,M,sedentary,serious,bachelor
946,23,F,active,serious,bachelor
947,28,F,active,serious,master
948,21,F,sedentary,friendship,bachelor
949,30,F,sedentary,friendship,school
950,18,M,active,friendship,phd
951,19,M,sedentary,friendship,master
952,20,M,active,friendship,master
953,25,M,active,friendship,school
954,23,F,moderate,friendship,bachelor
955,21,F,sedentary,dating,phd
956,24,M,active,serious,master
957,19,F,active,friendship,bachelor
958,19,M,sedentary,serious,master
959,22,M,moderate,serious,phd
960,30,M,moderate,friendship,school
961,29,F,sedentary,friendship,bachelor
962,22,F,moderate,dating,school
963,32,F,active,dating,bachelor
964,35,M,active,serious,bachelor
965,32,F,moderate,serious,phd
966,34,M,moderate,friendship,master
967,26,F,active,friendship,bachelor
968,25,M,sedentary,serious,master
969,28,M,sedentary,serious,bachelor
970,27,F,active,friendship,school
971,20,F,moderate,friendship,bachelor
972,20,M,sedentary,friendship,phd
973,35,M,moderate,serious,master
974,27,F,active,serious,phd
975,29,F,active,dating,master
976,29,M,moderate,dating,school
977,18,F,sedentary,serious,master
978,31,F,sedentary,friendship,school
979,25,F,sedentary,serious,master
980,22,M,active,friendship,phd
981,19,F,active,dating,phd
982,32,M,moderate,friendship,phd
983,29,F,moderate,serious,bachelor
984,20,M,sedentary,serious,master
985,32,F,active,serious,bachelor
986,30,F,moderate,serious,master
987,33,M,sedentary,dating,master
988,32,M,sedentary,friendship,master
989,32,M,sedentary,dating,phd
990,34,F,sedentary,friendship,bachelor
991,35,F,sedentary,friendship,school
992,23,M,sedentary,dating,school
993,35,F,moderate,dating,school
994,27,M,moderate,friendship,bachelor
995,19,M,sedentary,serious,school
996,22,M,sedentary,friendship,master
997,31,F,sedentary,dating,school
998,27,M,moderate,dating,phd
999,26,M,active,dating,master
1000,24,F,sedentary,dating,school
1001,28,F,sedentary,friendship,bachelor
1002,23,M,sedentary,dating,bachelor
1003,18,M,sedentary,serious,phd
1004,35,M,active,dating,school
1005,35,M,active,serious,master
1006,31,F,active,dating,bachelor
1007,33,M,active,dating,school
1008,26,F,active,dating,phd
1009,18,F,active,serious,school
1010,27,F,active,serious,phd
1011,30,M,active,dating,master
1012,30,F,active,friendship,school
1013,18,M,sedentary,dating,school
1014,26,M,active,dating,bachelor
1015,24,M,active,serious,phd
1016,30,F,sedentary,friendship,master
1017,20,F,active,dating,phd
1018,31,M,sedentary,friendship,school
1019,27,M,sedentary,serious,phd
1020,34,F,active,dating,school
1021,21,M,moderate,friendship,master
1022,20,M,sedentary,friendship,bachelor
1023,24,M,active,dating,master
1024,34,F,sedentary,friendship,phd
1025,34,F,sedentary,dating,phd
1026,34,M,sedentary,serious,phd
1027,29,F,sedentary,serious,phd
1028,29,M,sedentary,serious,phd
1029,28,M,active,friendship,bachelor
1030,31,M,active,dating,master
1031,20,F,sedentary,friendship,master
1032,32,M,active,friendship,bachelor
1033,20,M,moderate,dating,bachelor
1034,27,M,active,dating,bachelor
1035,29,F,sedentary,friendship,school
1036,32,M,moderate,dating,bachelor
1037,35,M,sedentary,serious,school
1038,24,M,moderate,serious,master
1039,29,F,active,dating,master
1040,29,M,active,dating,master
1041,21,M,active,friendship,school
1042,29,M,active,dating,school
1043,23,F,moderate,friendship,bachelor
1044,22,M,sedentary,dating,bachelor
1045,22,F,sedentary,dating,bachelor
1046,26,F,moderate,friendship,bachelor
1047,24,M,active,friendship,master
1048,24,M,active,dating,school
1049,21,M,active,dating,bachelor
1050,20,F,moderate,friendship,master
1051,25,F,sedentary,dating,bachelor
1052,21,M,sedentary,dating,school
1053,31,F,moderate,dating,master
1054,29,M,sedentary,dating,master
1055,26,F,moderate,friendship,bachelor
1056,23,M,moderate,friendship,bachelor
1057,29,M,active,serious,school
1058,26,M,sedentary,dating,master
1059,34,M,sedentary,dating,bachelor
1060,24,F,moderate,dating,school
1061,25,F,sedentary,serious,school
1062,32,M,sedentary,dating,school
1063,30,F,active,dating,bachelor
1064,35,F,moderate,dating,master
1065,20,M,moderate,serious,phd
1066,20,M,active,serious,phd
1067,25,M,moderate,friendship,school
1068,24,M,active,serious,school
1069,22,F,sedentary,friendship,master
1070,32,F,moderate,dating,master
1071,29,M,sedentary,serious,bachelor
1072,28,F,active,serious,master
1073,33,M,sedentary,serious,master
1074,19,F,active,friendship,bachelor
1075,20,M,moderate,friendship,bachelor
1076,20,M,moderate,dating,school
1077,34,F,active,friendship,phd
1078,33,F,moderate,serious,bachelor
1079,24,M,sedentary,dating,master
1080,18,F,active,dating,phd
1081,31,M,active,friendship,bachelor
1082,33,M,moderate,friendship,master
1083,22,M,sedentary,friendship,school
1084,28,F,moderate,dating,master
1085,31,M,sedentary,dating,master
1086,34,M,moderate,friendship,bachelor
1087,32,M,active,dating,bachelor
1088,30,F,sedentary,dating,bachelor
1089,20,F,moderate,serious,master
1090,25,F,sedentary,serious,bachelor
1091,18,M,sedentary,serious,phd
1092,25,M,sedentary,friendship,master
1093,18,M,moderate,friendship,school
1094,21,M,moderate,friendship,phd
1095,23,M,active,friendship,master
1096,35,M,active,dating,bachelor
1097,25,F,sedentary,serious,bachelor
1098,33,M,active,dating,bachelor
1099,26,M,moderate,friendship,phd
1100,31,M,sedentary,dating,bachelor
1101,29,F,active,friendship,master
1102,32,M,active,friendship,bachelor
1103,22,F,moderate,friendship,phd
1104,33,M,active,dating,bachelor
1105,22,M,sedentary,dating,phd
1106,24,M,moderate,serious,bachelor
1107,22,M,sedentary,dating,school
1108,22,M,sedentary,serious,school
1109,22,M,moderate,serious,phd
1110,22,M,active,serious,phd
1111,35,F,moderate,friendship,master
1112,24,M,moderate,dating,master
1113,24,M,active,friendship,phd
1114,31,M,active,dating,school
1115,29,F,moderate,friendship,school
1116,31,M,sedentary,serious,master
1117,20,M,active,serious,school
1118,35,M,active,serious,school
1119,25,M,sedentary,serious,master
1120,32,M,active,serious,master
1121,21,F,active,friendship,school
1122,30,M,moderate,friendship,school
1123,33,M,active,dating,bachelor
1124,18,F,sedentary,friendship,master
1125,30,M,sedentary,dating,master
1126,28,F,active,friendship,school
1127,31,M,sedentary,friendship,master
1128,28,M,sedentary,serious,bachelor
1129,34,F,sedentary,serious,bachelor
1130,19,F,moderate,serious,bachelor
1131,21,M,moderate,dating,school
1132,31,F,sedentary,friendship,school
1133,22,F,active,serious,school
1134,33,F,moderate,serious,master
1135,27,M,moderate,dating,school
1136,31,F,moderate,friendship,master
1137,21,M,moderate,dating,phd
1138,22,M,sedentary,friendship,phd
1139,18,M,sedentary,dating,bachelor
1140,28,F,moderate,friendship,phd
1141,24,F,active,dating,phd
1142,34,M,active,dating,master
1143,31,M,sedentary,dating,bachelor
1144,24,F,moderate,serious,bachelor
1145,27,F,moderate,serious,bachelor
1146,26,F,moderate,friendship,school
1147,29,M,active,serious,master
1148,31,F,moderate,dating,school
1149,25,M,moderate,dating,school
1150,19,M,moderate,friendship,bachelor
1151,21,M,active,serious,phd
1152,31,F,sedentary,friendship,master
1153,32,M,active,dating,bachelor
1154,29,M,active,friendship,phd
1155,26,F,active,dating,bachelor
1156,32,M,sedentary,friendship,master
1157,26,F,active,serious,phd
1158,26,M,moderate,dating,bachelor
1159,29,M,sedentary,friendship,school
1160,19,F,moderate,dating,school
1161,32,F,moderate,serious,school
1162,28,M,sedentary,serious,bachelor
1163,30,F,moderate,serious,master
1164,26,F,sedentary,dating,master
1165,29,M,sedentary,serious,school
1166,30,F,sedentary,dating,bachelor
1167,21,M,active,serious,bachelor
1168,26,F,moderate,serious,master
1169,20,F,sedentary,dating,master
1170,30,F,active,dating,school
1171,25,F,sedentary,dating,master
1172,31,M,active,friendship,phd
1173,26,F,moderate,dating,master
1174,23,F,moderate,dating,master
1175,18,M,moderate,friendship,school
1176,25,M,active,serious,phd
1177,28,M,active,friendship,master
1178,20,M,active,dating,school
1179,22,M,active,friendship,master
1180,34,F,sedentary,friendship,bachelor
1181,23,F,moderate,serious,bachelor
1182,35,F,sedentary,friendship,phd
1183,29,F,sedentary,serious,bachelor
1184,34,M,sedentary,dating,bachelor
1185,24,F,moderate,serious,phd
1186,20,F,sedentary,dating,school
1187,23,M,moderate,serious,school
1188,31,F,moderate,dating,master
1189,20,M,moderate,friendship,master
1190,29,F,sedentary,serious,phd
1191,21,M,active,dating,bachelor
1192,28,F,active,friendship,bachelor
1193,31,F,moderate,friendship,master
1194,27,F,moderate,dating,school
1195,31,F,sedentary,serious,school
1196,35,F,moderate,friendship,master
1197,33,F,sedentary,friendship,bachelor
1198,34,F,active,dating,bachelor
1199,31,M,active,friendship,bachelor
1200,30,M,moderate,dating,master
1201,25,F,active,dating,school
1202,20,F,moderate,serious,master
1203,22,M,moderate,dating,phd
1204,35,M,sedentary,friendship,bachelor
1205,24,F,sedentary,friendship,phd
1206,25,M,active,dating,phd
1207,26,M,sedentary,serious,bachelor
1208,34,F,sedentary,serious,school
1209,25,M,moderate,serious,phd
1210,33,F,active,serious,master
1211,29,M,moderate,friendship,bachelor
1212,19,M,sedentary,dating,master
1213,24,F,moderate,serious,school
1214,34,F,sedentary,friendship,bachelor
1215,34,M,active,serious,school
1216,32,M,moderate,dating,master
1217,18,F,moderate,dating,master
1218,25,M,sedentary,serious,phd
1219,26,M,sedentary,serious,bachelor
1220,29,M,moderate,serious,phd
1221,18,F,sedentary,dating,bachelor
1222,20,F,active,serious,master
1223,24,F,sedentary,friendship,school
1224,22,M,active,dating,master
1225,26,F,active,friendship,master
1226,35,M,active,serious,bachelor
1227,25,M,moderate,serious,phd
1228,18,F,active,dating,phd
1229,34,M,sedentary,dating,school
1230,30,M,sedentary,dating,bachelor
1231,22,F,sedentary,friendship,master
1232,34,M,moderate,friendship,phd
1233,19,M,active,friendship,phd
1234,18,M,sedentary,friendship,bachelor
1235,19,F,active,serious,master
1236,33,F,sedentary,serious,phd
1237,21,M,moderate,serious,bachelor
1238,18,F,sedentary,friendship,school
1239,22,M,moderate,serious,master
1240,35,M,moderate,serious,phd
1241,31,F,active,friendship,school
1242,28,F,moderate,dating,bachelor
1243,30,F,moderate,friendship,school
1244,26,M,active,serious,phd
1245,19,F,moderate,friendship,master
1246,25,F,active,friendship,bachelor
1247,29,F,moderate,friendship,phd
1248,33,F,active,friendship,school
1249,23,M,sedentary,dating,master
1250,34,M,moderate,dating,school
1251,26,M,sedentary,dating,master
1252,25,M,sedentary,serious,bachelor
1253,27,M,moderate,dating,bachelor
1254,21,M,moderate,friendship,bachelor
1255,27,M,moderate,dating,master
1256,30,F,sedentary,dating,master
1257,33,F,moderate,friendship,phd
1258,23,M,moderate,friendship,master
1259,21,F,moderate,friendship,master
1260,20,M,active,serious,phd
1261,22,F,active,dating,master
1262,34,F,sedentary,friendship,school
1263,20,M,moderate,friendship,master
1264,19,F,sedentary,friendship,phd
1265,25,M,active,friendship,school
1266,28,F,active,friendship,bachelor
1267,19,M,sedentary,serious,phd
1268,28,F,sedentary,friendship,bachelor
1269,20,M,active,dating,master
1270,19,M,active,dating,master
1271,34,F,active,serious,phd
1272,20,F,moderate,friendship,master
1273,27,F,moderate,serious,master
1274,35,F,sedentary,serious,phd
1275,31,F,sedentary,dating,phd
1276,28,F,sedentary,dating,master
1277,21,F,sedentary,friendship,bachelor
1278,35,M,moderate,serious,school
1279,20,M,active,serious,master
1280,25,F,active,serious,phd
1281,26,M,sedentary,serious,bachelor
1282,30,F,active,friendship,school
1283,20,F,active,serious,bachelor
1284,28,M,moderate,dating,phd
1285,28,F,active,serious,school
1286,20,F,active,dating,school
1287,26,M,active,serious,master
1288,32,M,active,friendship,school
1289,18,M,sedentary,dating,phd
1290,26,F,sedentary,serious,bachelor
1291,30,F,active,dating,school
1292,23,F,moderate,friendship,school
1293,24,F,active,dating,school
1294,24,M,sedentary,serious,master
1295,34,F,moderate,friendship,school
1296,25,F,sedentary,friendship,phd
1297,32,F,sedentary,serious,master
1298,19,M,sedentary,friendship,phd
1299,20,M,sedentary,dating,master
1300,27,F,active,serious,school
1301,32,F,moderate,serious,master
1302,25,F,moderate,dating,bachelor
1303,31,M,sedentary,serious,bachelor
1304,29,F,active,friendship,master
1305,23,F,sedentary,friendship,phd
1306,34,M,moderate,dating,school
1307,19,F,moderate,dating,master
1308,32,F,active,serious,bachelor
1309,32,F,sedentary,dating,phd
1310,22,M,active,serious,school
1311,20,M,active,friendship,school
1312,28,M,active,dating,phd
1313,20,M,active,serious,phd
1314,18,M,moderate,friendship,bachelor
1315,31,M,sedentary,serious,phd
1316,20,F,moderate,serious,phd
1317,28,M,sedentary,friendship,bachelor
1318,28,M,active,dating,phd
1319,23,F,moderate,serious,school
1320,19,M,active,dating,phd
1321,26,M,active,serious,master
1322,32,F,sedentary,dating,master
1323,30,F,moderate,dating,phd
1324,19,F,sedentary,serious,school
1325,28,M,active,dating,phd
1326,30,M,active,serious,phd
1327,35,F,sedentary,dating,phd
1328,24,F,sedentary,friendship,bachelor
1329,27,M,sedentary,serious,bachelor
1330,19,M,active,friendship,bachelor
1331,31,F,active,serious,school
1332,27,F,active,dating,bachelor
1333,28,F,sedentary,friendship,phd
1334,31,M,moderate,dating,bachelor
1335,27,M,moderate,dating,bachelor
1336,31,F,sedentary,serious,school
1337,20,M,moderate,friendship,bachelor
1338,34,F,active,friendship,bachelor
1339,31,M,active,friendship,master
1340,18,F,active,dating,bachelor
1341,19,M,moderate,serious,phd
1342,23,F,sedentary,serious,phd
1343,20,F,moderate,dating,phd
1344,24,F,sedentary,friendship,master
1345,25,F,active,friendship,bachelor
1346,20,M,sedentary,dating,master
1347,18,M,moderate,dating,school
1348,21,F,moderate,friendship,school
1349,29,F,active,serious,phd
1350,21,M,sedentary,friendship,phd
1351,32,M,moderate,dating,phd
1352,33,M,moderate,serious,master
1353,29,M,moderate,friendship,master
1354,20,F,sedentary,serious,bachelor
1355,32,F,active,friendship,bachelor
1356,25,F,moderate,dating,bachelor
1357,23,F,active,friendship,bachelor
1358,32,F,sedentary,serious,bachelor
1359,28,F,active,dating,school
1360,33,F,moderate,friendship,school
1361,25,F,sedentary,serious,master
1362,33,F,active,serious,bachelor
1363,23,M,sedentary,serious,bachelor
1364,26,M,moderate,serious,bachelor
1365,20,F,active,serious,phd
1366,19,F,sedentary,serious,master
1367,21,F,sedentary,dating,school
1368,28,M,active,serious,school
1369,35,M,sedentary,friendship,school
1370,28,F,active,serious,phd
1371,28,F,sedentary,dating,phd
1372,18,M,sedentary,friendship,school
1373,24,M,active,friendship,bachelor
1374,24,M,active,dating,school
1375,29,F,sedentary,dating,bachelor
1376,31,M,active,serious,bachelor
1377,28,F,active,dating,master
1378,26,F,moderate,dating,master
1379,30,M,active,friendship,school
1380,24,M,sedentary,friendship,school
1381,24,M,moderate,dating,bachelor
1382,18,F,sedentary,serious,master
1383,35,F,sedentary,friendship,bachelor
1384,34,F,active,dating,master
1385,34,F,sedentary,dating,master
1386,28,M,moderate,dating,school
1387,25,F,sedentary,dating,master
1388,31,M,sedentary,friendship,master
1389,29,F,active,serious,master
1390,32,F,active,friendship,phd
1391,25,M,sedentary,dating,bachelor
1392,28,M,active,friendship,school
1393,34,M,moderate,serious,school
1394,26,F,active,friendship,school
1395,25,M,moderate,serious,school
1396,32,M,sedentary,serious,phd
1397,19,M,active,dating,school
1398,21,F,sedentary,friendship,phd
1399,31,M,moderate,dating,master
1400,34,F,sedentary,dating,phd
1401,22,F,moderate,dating,bachelor
1402,29,F,sedentary,friendship,bachelor
1403,26,F,sedentary,friendship,bachelor
1404,34,F,sedentary,friendship,master
1405,26,M,sedentary,friendship,master
1406,19,M,moderate,serious,phd
1407,32,M,moderate,serious,bachelor
1408,32,F,sedentary,friendship,school
1409,19,M,moderate,friendship,school
1410,32,M,moderate,dating,school
1411,31,F,active,friendship,master
1412,22,M,sedentary,serious,bachelor
1413,18,M,active,serious,school
1414,19,F,active,friendship,master
1415,26,M,sedentary,friendship,phd
1416,29,F,sedentary,friendship,school
1417,23,M,sedentary,dating,bachelor
1418,24,F,moderate,friendship,bachelor
1419,19,M,active,serious,bachelor
1420,34,F,sedentary,friendship,bachelor
1421,33,M,moderate,serious,master
1422,22,F,sedentary,serious,bachelor
1423,20,F,sedentary,friendship,phd
1424,18,F,sedentary,dating,school
1425,33,F,sedentary,dating,master
1426,27,F,moderate,dating,master
1427,35,F,active,serious,school
1428,22,F,sedentary,serious,bachelor
1429,31,F,active,serious,school
1430,23,M,moderate,serious,bachelor
1431,22,F,active,serious,school
1432,31,F,active,serious,master
1433,32,M,moderate,dating,phd
1434,34,F,active,serious,phd
1435,20,M,moderate,friendship,school
1436,22,F,moderate,dating,phd
1437,22,F,sedentary,friendship,phd
1438,28,F,sedentary,dating,phd
1439,21,F,active,serious,bachelor
1440,34,F,moderate,friendship,school
1441,28,M,moderate,serious,phd
1442,31,M,sedentary,friendship,master
1443,31,M,sedentary,serious,school
1444,19,M,sedentary,dating,phd
1445,26,F,sedentary,serious,school
1446,20,M,moderate,friendship,school
1447,20,F,active,dating,phd
1448,30,F,moderate,dating,master
1449,33,F,active,dating,master
1450,26,F,sedentary,dating,master
1451,25,M,moderate,dating,master
1452,28,F,active,friendship,school
1453,33,F,active,friendship,bachelor
1454,26,M,active,serious,school
1455,34,F,sedentary,friendship,bachelor
1456,20,F,sedentary,friendship,bachelor
1457,28,M,active,friendship,master
1458,23,F,moderate,friendship,master
1459,20,M,active,dating,phd
1460,33,M,sedentary,dating,bachelor
1461,19,M,moderate,dating,master
1462,26,M,moderate,dating,bachelor
1463,27,F,moderate,friendship,bachelor
1464,29,M,moderate,dating,phd
1465,27,F,active,dating,phd
1466,20,M,sedentary,serious,master
1467,25,F,active,serious,phd
1468,30,M,active,dating,master
1469,28,M,active,serious,phd
1470,28,M,moderate,dating,school
1471,30,M,moderate,friendship,master
1472,33,M,moderate,friendship,master
1473,29,M,active,serious,phd
1474,18,M,active,dating,school
1475,33,M,moderate,friendship,school
1476,26,F,active,friendship,bachelor
1477,19,F,active,dating,school
1478,18,M,active,friendship,phd
1479,25,M,active,serious,bachelor
1480,33,M,moderate,serious,phd
1481,31,F,sedentary,serious,school
1482,22,M,sedentary,friendship,school
1483,28,M,sedentary,serious,master
1484,35,F,moderate,dating,phd
1485,18,M,active,dating,phd
1486,19,M,sedentary,dating,master
1487,30,M,active,friendship,school
1488,28,F,active,serious,master
1489,22,M,active,friendship,phd
1490,19,M,sedentary,dating,phd
1491,30,M,moderate,friendship,bachelor
1492,30,F,active,dating,phd
1493,20,M,active,friendship,master
1494,31,F,moderate,friendship,phd
1495,24,F,moderate,serious,bachelor
1496,25,M,moderate,dating,school
1497,27,M,active,friendship,school
1498,35,M,active,serious,bachelor
1499,29,F,active,dating,master
1500,26,M,moderate,dating,school
1501,26,F,sedentary,serious,bachelor
1502,25,M,moderate,serious,phd
1503,32,M,sedentary,serious,master
1504,20,M,active,serious,school
1505,20,M,active,dating,bachelor
1506,32,M,active,serious,bachelor
1507,29,F,active,serious,school
1508,33,F,moderate,serious,bachelor
1509,34,F,active,dating,bachelor
1510,32,F,sedentary,dating,bachelor
1511,21,M,sedentary,serious,school
1512,21,F,active,serious,bachelor
1513,25,M,moderate,dating,master
1514,18,F,active,friendship,master
1515,30,F,active,serious,school
1516,27,M,active,friendship,bachelor
1517,27,M,moderate,friendship,bachelor
1518,35,F,moderate,serious,bachelor
1519,23,M,moderate,friendship,phd
1520,27,F,sedentary,serious,school
1521,32,M,active,dating,bachelor
1522,24,M,sedentary,serious,phd
1523,25,M,moderate,serious,phd
1524,32,F,active,friendship,school
1525,18,F,sedentary,serious,bachelor
1526,18,F,moderate,friendship,bachelor
1527,32,F,active,dating,master
1528,26,F,active,dating,bachelor
1529,33,M,active,dating,master
1530,21,F,moderate,serious,school
1531,27,M,moderate,serious,master
1532,19,F,active,dating,bachelor
1533,35,M,sedentary,dating,phd
1534,31,M,active,serious,bachelor
1535,20,F,sedentary,serious,bachelor
1536,35,M,sedentary,friendship,master
1537,23,F,sedentary,dating,school
1538,29,F,active,dating,phd
1539,32,F,moderate,dating,bachelor
1540,27,F,active,friendship,bachelor
1541,21,M,moderate,friendship,bachelor
1542,20,M,sedentary,friendship,master
1543,25,M,sedentary,serious,phd
1544,31,M,moderate,friendship,master
1545,33,M,moderate,friendship,bachelor
1546,30,F,moderate,dating,school
1547,24,M,sedentary,serious,bachelor
1548,30,F,moderate,dating,school
1549,20,M,sedentary,dating,master
1550,35,F,sedentary,dating,bachelor
1551,22,M,moderate,friendship,master
1552,33,M,moderate,friendship,master
1553,32,M,active,dating,school
1554,24,M,active,friendship,school
1555,27,M,sedentary,serious,bachelor
1556,24,M,moderate,friendship,bachelor
1557,21,F,moderate,dating,master
1558,26,M,active,friendship,phd
1559,26,F,moderate,dating,master
1560,33,F,active,serious,bachelor
1561,25,M,sedentary,dating,bachelor
1562,33,M,moderate,friendship,phd
1563,25,M,active,serious,master
1564,21,M,sedentary,serious,master
1565,34,M,active,dating,school
1566,23,M,active,dating,master
1567,26,M,active,dating,school
1568,33,M,moderate,friendship,bachelor
1569,24,M,sedentary,friendship,master
1570,23,F,active,dating,school
1571,23,M,sedentary,dating,bachelor
1572,31,M,sedentary,friendship,bachelor
1573,21,M,active,dating,bachelor
1574,35,M,moderate,serious,master
1575,21,M,active,friendship,phd
1576,19,F,moderate,dating,bachelor
1577,31,M,sedentary,friendship,master
1578,22,F,sedentary,friendship,master
1579,22,M,sedentary,serious,school
1580,35,M,moderate,serious,phd
1581,19,F,active,serious,school
1582,30,F,moderate,friendship,phd
1583,28,F,moderate,friendship,master
1584,30,F,sedentary,friendship,school
1585,31,F,moderate,friendship,bachelor
1586,25,M,active,serious,phd
1587,23,F,active,serious,school
1588,32,F,active,dating,bachelor
1589,27,M,sedentary,dating,bachelor
1590,25,M,moderate,serious,master
1591,20,M,moderate,friendship,master
1592,27,F,active,friendship,master
1593,32,F,moderate,friendship,bachelor
1594,31,M,moderate,serious,phd
1595,32,M,active,dating,phd
1596,30,F,moderate,serious,bachelor
1597,21,F,moderate,friendship,master
1598,28,F,sedentary,dating,master
1599,22,M,active,dating,school
1600,31,M,sedentary,serious,school
1601,34,M,sedentary,dating,phd
1602,20,M,sedentary,serious,master
1603,29,F,active,dating,phd
1604,34,M,sedentary,serious,master
1605,33,F,active,friendship,phd
1606,31,M,active,dating,master
1607,22,F,moderate,dating,master
1608,18,M,moderate,dating,phd
1609,32,F,active,dating,master
1610,19,F,sedentary,serious,phd
1611,27,M,sedentary,dating,master
1612,20,F,moderate,dating,school
1613,29,M,sedentary,friendship,phd
1614,29,F,sedentary,friendship,master
1615,34,F,sedentary,dating,school
1616,18,M,sedentary,serious,master
1617,33,F,sedentary,serious,master
1618,19,M,moderate,serious,bachelor
1619,25,F,moderate,friendship,master
1620,24,M,active,serious,phd
1621,29,M,active,serious,phd
1622,18,F,sedentary,serious,phd
1623,27,F,sedentary,dating,master
1624,21,M,sedentary,dating,master
1625,25,F,moderate,friendship,phd
1626,19,M,active,friendship,bachelor
1627,20,F,sedentary,dating,school
1628,32,F,sedentary,dating,phd
1629,33,M,moderate,serious,bachelor
1630,26,M,moderate,dating,school
1631,33,F,moderate,dating,master
1632,18,M,moderate,serious,master
1633,32,M,active,serious,master
1634,24,M,moderate,friendship,bachelor
1635,30,F,sedentary,serious,phd
1636,20,M,active,dating,school
1637,31,F,active,dating,phd
1638,34,M,moderate,serious,bachelor
1639,23,M,sedentary,serious,bachelor
1640,20,F,moderate,dating,master
1641,28,F,moderate,serious,bachelor
1642,22,F,moderate,dating,school
1643,30,F,active,dating,phd
1644,32,F,moderate,serious,phd
1645,19,F,active,dating,school
1646,26,F,sedentary,friendship,bachelor
1647,18,F,sedentary,serious,school
1648,32,F,sedentary,dating,school
1649,34,M,active,serious,phd
1650,20,M,moderate,serious,school
1651,35,F,moderate,dating,phd
1652,19,F,moderate,friendship,school
1653,18,M,sedentary,friendship,phd
1654,31,F,moderate,friendship,master
1655,30,F,moderate,friendship,phd
1656,34,M,active,friendship,phd
1657,22,F,sedentary,friendship,bachelor
1658,28,F,sedentary,dating,school
1659,24,M,active,dating,school
1660,19,M,sedentary,serious,phd
1661,33,M,moderate,serious,bachelor
1662,33,F,moderate,friendship,school
1663,35,M,active,friendship,school
1664,19,F,active,friendship,school
1665,25,F,sedentary,friendship,bachelor
1666,35,F,sedentary,friendship,bachelor
1667,25,M,active,dating,bachelor
1668,24,F,sedentary,dating,bachelor
1669,31,M,sedentary,dating,school
1670,24,M,active,dating,bachelor
1671,21,F,sedentary,friendship,school
1672,35,F,active,friendship,master
1673,33,M,moderate,serious,phd
1674,25,F,active,friendship,bachelor
1675,28,M,sedentary,dating,school
1676,28,M,moderate,serious,master
1677,25,M,active,friendship,school
1678,22,F,moderate,dating,bachelor
1679,26,M,moderate,serious,phd
1680,22,F,sedentary,dating,master
1681,20,F,moderate,serious,master
1682,23,F,active,serious,bachelor
1683,21,F,moderate,serious,master
1684,29,F,moderate,friendship,master
1685,19,M,sedentary,friendship,master
1686,33,M,active,dating,master
1687,27,M,moderate,serious,phd
1688,26,M,active,friendship,bachelor
1689,35,M,moderate,friendship,master
1690,23,F,active,dating,phd
1691,22,F,moderate,serious,phd
1692,24,M,sedentary,dating,master
1693,25,M,active,friendship,school
1694,28,F,active,dating,bachelor
1695,19,M,moderate,serious,bachelor
1696,28,M,moderate,friendship,master
1697,23,F,moderate,serious,master
1698,30,M,active,serious,bachelor
1699,30,F,moderate,friendship,master
1700,27,F,active,dating,school
1701,18,M,sedentary,dating,bachelor
1702,24,F,moderate,friendship,phd
